scenario,population,replicate,social_mode,rewiring,strategy,evaluation_mode,time,low_extraction_rate,collective_order,action_entropy,mean_resource_fraction,total_resource,mean_reserve_welfare,mean_need_satisfaction,deprivation_rate,mean_metabolic_shortfall,mean_energy,wealth_gini,mean_wealth,mean_social_low_fraction,visibility_gini,max_visibility_share,zero_visibility_fraction,social_perception_error,signed_perception_bias,majority_mismatch_rate,degree_action_correlation
uniform_high,8,0,fixed,random,q_learning,fresh_reset,80,0.125,0.75,0.5435644431995964,0.6025948304861972,45.194612286464796,0.998,1.0,0.0,0.0,0.998,0.16089004278186336,1.305242603017267,0.15625,0.2578125,0.21875,0.0,0.10267857142857142,0.03125000000000001,0.0,-0.20203050891044214
uniform_high,8,0,fixed,random,q_learning,fresh_reset,100,0.125,0.75,0.5435644431995964,0.6074945745097236,45.56209308822927,0.998,1.0,0.0,0.0,0.998,0.17385313203683483,1.5926780816034478,0.15625,0.2578125,0.21875,0.0,0.10267857142857142,0.03125000000000001,0.0,-0.20203050891044214
uniform_high,8,0,fixed,random,always_low,fresh_reset,1,1.0,1.0,0.0,0.5047898311111112,37.859237333333326,0.998,1.0,0.0,0.0,0.998,0.0,0.002,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_low,fresh_reset,20,1.0,1.0,0.0,0.5811794848748978,43.58846136561735,0.998,1.0,0.0,0.0,0.998,0.0,0.04000000000000002,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_low,fresh_reset,40,1.0,1.0,0.0,0.632698085222552,47.45235639169141,0.998,1.0,0.0,0.0,0.998,0.0,0.08000000000000006,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_low,fresh_reset,60,1.0,1.0,0.0,0.6620090582985608,49.650679372392055,0.998,1.0,0.0,0.0,0.998,0.0,0.12000000000000009,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_low,fresh_reset,80,1.0,1.0,0.0,0.6776545415309717,50.82409061482287,0.998,1.0,0.0,0.0,0.998,0.0,0.16000000000000011,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_low,fresh_reset,100,1.0,1.0,0.0,0.6857218687661859,51.42914015746394,0.998,1.0,0.0,0.0,0.998,0.0,0.20000000000000015,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_high,fresh_reset,1,0.0,1.0,0.0,0.5028951111111112,37.71713333333333,0.998,1.0,0.0,0.0,0.998,0.0,0.02,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_high,fresh_reset,20,0.0,1.0,0.0,0.5461200991142932,40.95900743357199,0.998,1.0,0.0,0.0,0.998,0.0,0.4000000000000001,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_high,fresh_reset,40,0.0,1.0,0.0,0.5696748368055369,42.72561276041527,0.998,1.0,0.0,0.0,0.998,0.009004271081980875,0.7898344628870008,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_high,fresh_reset,60,0.0,1.0,0.0,0.5829186660256668,43.718899951925,0.998,1.0,0.0,0.0,0.998,0.03737588259112967,1.1338586932972938,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_high,fresh_reset,80,0.0,1.0,0.0,0.5904932412297114,44.28699309222836,0.998,1.0,0.0,0.0,0.998,0.05586830644318197,1.45977584872819,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,always_high,fresh_reset,100,0.0,1.0,0.0,0.5945955099834472,44.59466324875853,0.998,1.0,0.0,0.0,0.998,0.06879543660428533,1.7833981985685803,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
uniform_high,8,0,fixed,random,random_50,fresh_reset,1,0.625,0.25,0.954434002924965,0.5040795751111112,37.80596813333332,0.998,1.0,0.0,0.0,0.998,0.4821428571428572,0.008749999999999999,0.625,0.2578125,0.21875,0.0,0.1517857142857143,1.3877787807814457e-17,0.16666666666666666,0.0
uniform_high,8,0,fixed,random,random_50,fresh_reset,20,0.75,0.5,0.8112781244591328,0.5641601252181876,42.31200939136407,0.998,1.0,0.0,0.0,0.998,0.16787305122494423,0.22450000000000003,0.71875,0.2578125,0.21875,0.0,0.10267857142857142,-0.03125,0.0,0.1543033499620919
uniform_high,8,0,fixed,random,random_50,fresh_reset,40,0.5,0.0,1.0,0.6024064856588504,45.180486424413765,0.998,1.0,0.0,0.0,0.998,0.08672376873661691,0.46700000000000014,0.625,0.2578125,0.21875,0.0,0.20535714285714285,0.125,0.25,-0.5345224838248487
uniform_high,8,0,fixed,random,random_50,fresh_reset,60,0.375,0.25,0.954434002924965,0.6258599224126611,46.93949418094959,0.998,1.0,0.0,0.0,0.998,0.04447769314472261,0.6892500000000004,0.4375,0.2578125,0.21875,0.0,0.11607142857142859,0.06250000000000003,0.0,-0.2760262237369417
uniform_high,8,0,fixed,random,random_50,fresh_reset,80,0.625,0.25,0.954434002924965,0.6396045561013178,47.97034170759884,0.998,1.0,0.0,0.0,0.998,0.04899393605292213,0.9070000000000005,0.59375,0.2578125,0.21875,0.0,0.1294642857142857,-0.031249999999999986,0.0,0.13801311186847084
uniform_high,8,0,fixed,random,random_50,fresh_reset,100,0.375,0.25,0.954434002924965,0.647947240668608,48.596043050145596,0.998,1.0,0.0,0.0,0.998,0.04041311180960938,1.1135000000000006,0.21875,0.2578125,0.21875,0.0,0.1919642857142857,-0.15625,0.0,0.6900655593423541
patchy_high,8,0,fixed,random,q_learning,continuation,1,0.25,0.5,0.8112781244591328,0.6216302062162973,46.56929668132621,0.998,1.0,0.0,0.0,0.998,0.13087358902202717,7.066959527986143,0.21875,0.2578125,0.21875,0.0,0.16517857142857142,-0.031249999999999986,0.0,0.1543033499620919
patchy_high,8,0,fixed,random,q_learning,continuation,20,0.125,0.75,0.5435644431995964,0.6209653888723213,46.519812672286015,0.998,1.0,0.0,0.0,0.998,0.1322473814740397,7.3404020514726,0.0625,0.2578125,0.21875,0.0,0.11607142857142858,-0.06249999999999999,0.0,0.40406101782088427
patchy_high,8,0,fixed,random,q_learning,continuation,40,0.25,0.5,0.8112781244591328,0.6212463260666253,46.53530979519541,0.998,1.0,0.0,0.0,0.998,0.13385547933970177,7.620849641856619,0.21875,0.2578125,0.21875,0.0,0.16517857142857142,-0.031249999999999986,0.0,0.1543033499620919
patchy_high,8,0,fixed,random,q_learning,continuation,60,0.25,0.5,0.8112781244591328,0.6215359902491809,46.55250930662959,0.998,1.0,0.0,0.0,0.998,0.13534848560329404,7.902234136172673,0.21875,0.2578125,0.21875,0.0,0.16517857142857142,-0.031249999999999986,0.0,0.1543033499620919
patchy_high,8,0,fixed,random,q_learning,continuation,80,0.25,0.5,0.8112781244591328,0.6212027192623439,46.53245537040173,0.998,1.0,0.0,0.0,0.998,0.13659564800292823,8.187802003260085,0.21875,0.2578125,0.21875,0.0,0.16517857142857142,-0.031249999999999986,0.0,0.1543033499620919
patchy_high,8,0,fixed,random,q_learning,continuation,100,0.25,0.5,0.8112781244591328,0.620913403981444,46.515219667763226,0.998,1.0,0.0,0.0,0.998,0.137759860385388,8.472708643624589,0.21875,0.2578125,0.21875,0.0,0.16517857142857142,-0.031249999999999986,0.0,0.1543033499620919
patchy_high,8,0,fixed,random,q_learning,fresh_reset,1,0.25,0.5,0.8112781244591328,0.5034336995872178,37.75268961511465,0.998,1.0,0.0,0.0,0.998,0.217741935483871,0.0155,0.21875,0.2578125,0.21875,0.0,0.11160714285714285,-0.031249999999999986,0.0,0.1543033499620919
patchy_high,8,0,fixed,random,q_learning,fresh_reset,20,0.25,0.5,0.8112781244591328,0.5511700225337958,41.27476917497976,0.998,1.0,0.0,0.0,0.998,0.08136300417246178,0.35950000000000004,0.21875,0.2578125,0.21875,0.0,0.16517857142857142,-0.031249999999999986,0.0,0.1543033499620919
patchy_high,8,0,fixed,random,q_learning,fresh_reset,40,0.25,0.5,0.8112781244591328,0.5823747419195828,43.60598541160212,0.998,1.0,0.0,0.0,0.998,0.12137093208211125,0.6730197373476572,0.15625,0.2578125,0.21875,0.0,0.12053571428571427,-0.09374999999999999,0.0,0.4629100498862757
patchy_high,8,0,fixed,random,q_learning,fresh_reset,60,0.125,0.75,0.5435644431995964,0.5997521547434986,44.92219830401117,0.998,1.0,0.0,0.0,0.998,0.13717224878050582,0.9616704273669474,0.15625,0.2578125,0.21875,0.0,0.10267857142857142,0.03125000000000001,0.0,-0.20203050891044214
patchy_high,8,0,fixed,random,q_learning,fresh_reset,80,0.125,0.75,0.5435644431995964,0.6098754687982819,45.68077929578618,0.998,1.0,0.0,0.0,0.998,0.14654866487864138,1.2389427023321995,0.0625,0.2578125,0.21875,0.0,0.11607142857142858,-0.06249999999999999,0.0,0.40406101782088427
patchy_high,8,0,fixed,random,q_learning,fresh_reset,100,0.125,0.75,0.5435644431995964,0.6139131353357022,46.00453494242504,0.998,1.0,0.0,0.0,0.998,0.14962562106541544,1.5263688352878815,0.15625,0.2578125,0.21875,0.0,0.10267857142857142,0.03125000000000001,0.0,-0.20203050891044214
patchy_high,8,0,fixed,random,always_low,fresh_reset,1,1.0,1.0,0.0,0.5049048222871511,37.859237431674494,0.998,1.0,0.0,0.0,0.998,0.0,0.002,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_low,fresh_reset,20,1.0,1.0,0.0,0.5826324126945177,43.57992855084692,0.998,1.0,0.0,0.0,0.998,0.0,0.04000000000000002,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_low,fresh_reset,40,1.0,1.0,0.0,0.6344574894408944,47.42092031919346,0.998,1.0,0.0,0.0,0.998,0.0,0.08000000000000006,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_low,fresh_reset,60,1.0,1.0,0.0,0.6637289398108416,49.59962369476951,0.998,1.0,0.0,0.0,0.998,0.0,0.12000000000000009,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_low,fresh_reset,80,1.0,1.0,0.0,0.6792967398064497,50.76141889132623,0.998,1.0,0.0,0.0,0.998,0.0,0.16000000000000011,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_low,fresh_reset,100,1.0,1.0,0.0,0.687312609330129,51.36067587625041,0.998,1.0,0.0,0.0,0.998,0.0,0.20000000000000015,1.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_high,fresh_reset,1,0.0,1.0,0.0,0.5029929434468479,37.71714316745042,0.998,1.0,0.0,0.0,0.998,0.0,0.02,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_high,fresh_reset,20,0.0,1.0,0.0,0.5470629507884153,40.947665682700006,0.998,1.0,0.0,0.0,0.998,0.0,0.4000000000000001,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_high,fresh_reset,40,0.0,1.0,0.0,0.5713447821493493,42.76544488515211,0.998,1.0,0.0,0.0,0.998,0.020994060853929408,0.7762987202584798,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_high,fresh_reset,60,0.0,1.0,0.0,0.586155860101452,43.86607270995427,0.998,1.0,0.0,0.0,0.998,0.05730967723397762,1.104723987674629,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_high,fresh_reset,80,0.0,1.0,0.0,0.5943955671068438,44.48204352983289,0.998,1.0,0.0,0.0,0.998,0.07972505330908453,1.4239238006281583,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,always_high,fresh_reset,100,0.0,1.0,0.0,0.5988405426843582,44.81641943863292,0.998,1.0,0.0,0.0,0.998,0.09416904455855413,1.7424279788879384,0.0,0.2578125,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,random,random_50,fresh_reset,1,0.625,0.25,0.954434002924965,0.5041208039403232,37.80596012570957,0.998,1.0,0.0,0.0,0.998,0.4821428571428572,0.008749999999999999,0.625,0.2578125,0.21875,0.0,0.1517857142857143,1.3877787807814457e-17,0.16666666666666666,0.0
patchy_high,8,0,fixed,random,random_50,fresh_reset,20,0.75,0.5,0.8112781244591328,0.5653536659267897,42.30046150945751,0.998,1.0,0.0,0.0,0.998,0.16787305122494423,0.22450000000000003,0.71875,0.2578125,0.21875,0.0,0.10267857142857142,-0.03125,0.0,0.1543033499620919
patchy_high,8,0,fixed,random,random_50,fresh_reset,40,0.5,0.0,1.0,0.6036602161493096,45.13630008474313,0.998,1.0,0.0,0.0,0.998,0.08672376873661691,0.46700000000000014,0.625,0.2578125,0.21875,0.0,0.20535714285714285,0.125,0.25,-0.5345224838248487
patchy_high,8,0,fixed,random,random_50,fresh_reset,60,0.375,0.25,0.954434002924965,0.6267413764125933,46.85831356816125,0.998,1.0,0.0,0.0,0.998,0.04447769314472261,0.6892500000000004,0.4375,0.2578125,0.21875,0.0,0.11607142857142859,0.06250000000000003,0.0,-0.2760262237369417
patchy_high,8,0,fixed,random,random_50,fresh_reset,80,0.625,0.25,0.954434002924965,0.6401200206309828,47.865222929995234,0.998,1.0,0.0,0.0,0.998,0.04899393605292213,0.9070000000000005,0.59375,0.2578125,0.21875,0.0,0.1294642857142857,-0.031249999999999986,0.0,0.13801311186847084
patchy_high,8,0,fixed,random,random_50,fresh_reset,100,0.375,0.25,0.954434002924965,0.6482628323549195,48.47560762910608,0.998,1.0,0.0,0.0,0.998,0.04041311180960938,1.1135000000000006,0.21875,0.2578125,0.21875,0.0,0.1919642857142857,-0.15625,0.0,0.6900655593423541
