scenario,population,replicate,phase,time,cooperation_rate,collective_action_entropy,collective_order,switch_rate,wealth_gini,mean_welfare,mean_wealth,total_resource,mean_resource_fraction
uniform_high,8,0,training,1100,0.0,0.0,1.0,0.125,0.11305373015946141,16.08641252744023,17.286412527440334,46.061852943123434,0.6141580392416458
uniform_high,8,0,training,1150,0.25,0.8112781244591328,0.5,0.375,0.11339259723060668,16.767640588627618,18.06764058862769,46.115109797373556,0.6148681306316474
uniform_high,8,0,training,1200,0.125,0.5435644431995964,0.75,0.25,0.11373203916361563,17.459732966476913,18.85973296647696,46.050458709049394,0.6140061161206586
uniform_high,8,0,training,1250,0.0,0.0,1.0,0.375,0.1139183101076291,18.150182194598862,19.650182194598873,46.01929631341571,0.6135906175122094
uniform_high,8,0,training,1300,0.0,0.0,1.0,0.25,0.11419086626294006,18.841464832186215,20.4414648321862,45.9955955670229,0.6132746075603054
uniform_high,8,0,training,1350,0.0,0.0,1.0,0.25,0.11458762846550874,19.530880933622935,21.230880933622885,45.99909345325981,0.6133212460434642
uniform_high,8,0,training,1400,0.125,0.5435644431995964,0.75,0.125,0.11492194821436508,20.22105283302254,22.021052833022456,45.995790579791354,0.6132772077305514
uniform_high,8,0,training,1450,0.125,0.5435644431995964,0.75,0.125,0.11515795195463818,20.912042149113795,22.81204214911368,45.994608067139566,0.6132614408951942
uniform_high,8,0,training,1500,0.0,0.0,1.0,0.125,0.11519900626660062,21.600780136355034,23.60078013635488,45.99494382624984,0.613265917683331
uniform_high,8,0,training,1550,0.0,0.0,1.0,0.125,0.11486391567508125,22.303524322144412,24.40352432214423,45.884140045348246,0.6117885339379767
uniform_high,8,0,training,1600,0.125,0.5435644431995964,0.75,0.125,0.11342386992590336,23.00236850771131,25.20236850771108,45.702987641560576,0.609373168554141
uniform_high,8,0,training,1650,0.0,0.0,1.0,0.25,0.1130138191296779,23.68473044883676,25.98473044883648,45.64936378337372,0.6086581837783163
uniform_high,8,0,training,1700,0.125,0.5435644431995964,0.75,0.125,0.11270841574573343,24.367358169691364,26.767358169691043,45.63191237180526,0.6084254982907368
uniform_high,8,0,training,1750,0.0,0.0,1.0,0.0,0.11215081240535096,25.07894606851,27.578946068509683,45.398766359167944,0.6053168847889059
uniform_high,8,0,training,1800,0.0,0.0,1.0,0.0,0.11191481954812499,25.799797528370583,28.39979752837028,45.17403882339472,0.6023205176452628
uniform_high,8,0,training,1850,0.0,0.0,1.0,0.125,0.11202044756793028,26.514760965934038,29.214760965933756,45.0427566504217,0.6005700886722894
uniform_high,8,0,training,1900,0.125,0.5435644431995964,0.75,0.125,0.11189664896826645,27.210535895373233,30.010535895372964,45.10092981461993,0.6013457308615991
uniform_high,8,0,training,1950,0.0,0.0,1.0,0.0,0.11213744892633293,27.921957699641844,30.8219576996416,45.04138224264886,0.6005517632353181
uniform_high,8,0,training,2000,0.0,0.0,1.0,0.125,0.11212148773765374,28.62035295576018,31.620352955759977,45.09328291224359,0.6012437721632478
uniform_high,8,0,training,2050,0.0,0.0,1.0,0.0,0.11232813428834398,29.333857862329225,32.43385786232905,45.02136501178858,0.6002848668238477
uniform_high,8,0,training,2100,0.0,0.0,1.0,0.125,0.11251870266705044,30.04058941876771,33.24058941876757,45.02297805469436,0.6003063740625916
uniform_high,8,0,training,2150,0.125,0.5435644431995964,0.75,0.375,0.11274552474787103,30.74355550329567,34.043555503295565,45.05063026222758,0.6006750701630343
uniform_high,8,0,training,2200,0.0,0.0,1.0,0.0,0.11292350108310356,31.453675916991713,34.853675916991655,45.01332557980467,0.6001776743973956
uniform_high,8,0,training,2250,0.0,0.0,1.0,0.125,0.1130089101846441,32.15731334360374,35.65731334360374,45.03032201002776,0.6004042934670367
uniform_high,8,0,training,2300,0.0,0.0,1.0,0.125,0.1132233895928596,32.867820191955055,36.46782019195511,44.99923959103466,0.5999898612137956
uniform_high,8,0,training,2350,0.0,0.0,1.0,0.0,0.1133342753048836,33.57106227995416,37.27106227995428,45.04762697444958,0.6006350263259945
uniform_high,8,0,training,2400,0.125,0.5435644431995964,0.75,0.125,0.11359511680990497,34.280867970172395,38.08086797017258,45.00448566991577,0.6000598089322103
uniform_high,8,0,training,2450,0.0,0.0,1.0,0.0,0.11367312693004394,34.9833489227887,38.88334892278897,45.02590012781935,0.6003453350375912
uniform_high,8,0,training,2500,0.0,0.0,1.0,0.0,0.1139155508580636,35.695104817779246,39.695104817779594,44.97798672234273,0.5997064896312363
uniform_high,8,0,training,2550,0.0,0.0,1.0,0.0,0.11410870044030474,36.40284516869609,40.50284516869652,44.986555324625,0.5998207376616668
uniform_high,8,0,training,2600,0.0,0.0,1.0,0.0,0.11423948550159069,37.11103448907394,41.31103448907443,44.99818228092427,0.5999757637456569
